"woj","suma","w_0_4","w_5_14","w_15_64","w_65","dni","miesiac","rok","tydz","numer"
"Podlaskie",0,0,0,0,0,"8-15","grudzień",2015,46,"12B"
"Pomorskie",0,0,0,0,0,"8-15","grudzień",2015,46,"12B"
"Śląskie",0,0,0,0,0,"8-15","grudzień",2015,46,"12B"
"Świętokrzyskie",0,0,0,0,0,"8-15","grudzień",2015,46,"12B"
"Warmińsko-Mazurskie",0,0,0,0,0,"8-15","grudzień",2015,46,"12B"
"Wielkopolskie",0,0,0,0,0,"8-15","grudzień",2015,46,"12B"
"Zachodniopomorskie",0,0,0,0,0,"8-15","grudzień",2015,46,"12B"
"Dolnośląskie",0,0,0,0,0,"16-22","grudzień",2015,47,"12C"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","grudzień",2015,47,"12C"
"Lubelskie",0,0,0,0,0,"16-22","grudzień",2015,47,"12C"
"Lubuskie",0,0,0,0,0,"16-22","grudzień",2015,47,"12C"
"Łódzkie",0,0,0,0,0,"16-22","grudzień",2015,47,"12C"
"Małopolskie",0,0,0,0,0,"16-22","grudzień",2015,47,"12C"
"Mazowieckie",0,0,0,0,0,"16-22","grudzień",2015,47,"12C"
"Opolskie",0,0,0,0,0,"16-22","grudzień",2015,47,"12C"
"Podkarpackie",0,0,0,0,0,"16-22","grudzień",2015,47,"12C"
"Podlaskie",0,0,0,0,0,"16-22","grudzień",2015,47,"12C"
"Pomorskie",0,0,0,0,0,"16-22","grudzień",2015,47,"12C"
"Śląskie",0,0,0,0,0,"16-22","grudzień",2015,47,"12C"
"Świętokrzyskie",0,0,0,0,0,"16-22","grudzień",2015,47,"12C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","grudzień",2015,47,"12C"
"Wielkopolskie",0,0,0,0,0,"16-22","grudzień",2015,47,"12C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","grudzień",2015,47,"12C"
"Dolnośląskie",0,0,0,0,0,"23-31","grudzień",2015,48,"12D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-31","grudzień",2015,48,"12D"
"Lubelskie",0,0,0,0,0,"23-31","grudzień",2015,48,"12D"
"Lubuskie",0,0,0,0,0,"23-31","grudzień",2015,48,"12D"
"Łódzkie",0,0,0,0,0,"23-31","grudzień",2015,48,"12D"
"Małopolskie",0,0,0,0,0,"23-31","grudzień",2015,48,"12D"
"Mazowieckie",0,0,0,0,0,"23-31","grudzień",2015,48,"12D"
"Opolskie",0,0,0,0,0,"23-31","grudzień",2015,48,"12D"
"Podkarpackie",0,0,0,0,0,"23-31","grudzień",2015,48,"12D"
"Podlaskie",0,0,0,0,0,"23-31","grudzień",2015,48,"12D"
"Pomorskie",0,0,0,0,0,"23-31","grudzień",2015,48,"12D"
"Śląskie",0,0,0,0,0,"23-31","grudzień",2015,48,"12D"
"Świętokrzyskie",0,0,0,0,0,"23-31","grudzień",2015,48,"12D"
"Warmińsko-Mazurskie",0,0,0,0,0,"23-31","grudzień",2015,48,"12D"
"Wielkopolskie",0,0,0,0,0,"23-31","grudzień",2015,48,"12D"
"Zachodniopomorskie",0,0,0,0,0,"23-31","grudzień",2015,48,"12D"
"Dolnośląskie",0,0,0,0,0,"1-7","styczeń",2016,1,"1A"
"Kujawsko-Pomorskie",0,0,0,0,0,"1-7","styczeń",2016,1,"1A"
"Lubelskie",0,0,0,0,0,"1-7","styczeń",2016,1,"1A"
"Lubuskie",0,0,0,0,0,"1-7","styczeń",2016,1,"1A"
"Łódzkie",0,0,0,0,0,"1-7","styczeń",2016,1,"1A"
"Małopolskie",0,0,0,0,0,"1-7","styczeń",2016,1,"1A"
"Mazowieckie",0,0,0,0,0,"1-7","styczeń",2016,1,"1A"
"Opolskie",0,0,0,0,0,"1-7","styczeń",2016,1,"1A"
"Podkarpackie",0,0,0,0,0,"1-7","styczeń",2016,1,"1A"
"Podlaskie",0,0,0,0,0,"1-7","styczeń",2016,1,"1A"
"Pomorskie",0,0,0,0,0,"1-7","styczeń",2016,1,"1A"
"Śląskie",0,0,0,0,0,"1-7","styczeń",2016,1,"1A"
"Świętokrzyskie",0,0,0,0,0,"1-7","styczeń",2016,1,"1A"
"Warmińsko-Mazurskie",0,0,0,0,0,"1-7","styczeń",2016,1,"1A"
"Wielkopolskie",0,0,0,0,0,"1-7","styczeń",2016,1,"1A"
"Zachodniopomorskie",0,0,0,0,0,"1-7","styczeń",2016,1,"1A"
"Dolnośląskie",0,0,0,0,0,"8-15","styczeń",2016,2,"1B"
"Kujawsko-Pomorskie",0,0,0,0,0,"8-15","styczeń",2016,2,"1B"
"Lubelskie",0,0,0,0,0,"8-15","styczeń",2016,2,"1B"
"Lubuskie",0,0,0,0,0,"8-15","styczeń",2016,2,"1B"
"Łódzkie",0,0,0,0,0,"8-15","styczeń",2016,2,"1B"
"Małopolskie",0,0,0,0,0,"8-15","styczeń",2016,2,"1B"
"Mazowieckie",0,0,0,0,0,"8-15","styczeń",2016,2,"1B"
"Opolskie",0,0,0,0,0,"8-15","styczeń",2016,2,"1B"
"Podkarpackie",0,0,0,0,0,"8-15","styczeń",2016,2,"1B"
"Podlaskie",0,0,0,0,0,"8-15","styczeń",2016,2,"1B"
"Pomorskie",0,0,0,0,0,"8-15","styczeń",2016,2,"1B"
"Śląskie",0,0,0,0,0,"8-15","styczeń",2016,2,"1B"
"Świętokrzyskie",0,0,0,0,0,"8-15","styczeń",2016,2,"1B"
"Warmińsko-Mazurskie",0,0,0,0,0,"8-15","styczeń",2016,2,"1B"
"Wielkopolskie",0,0,0,0,0,"8-15","styczeń",2016,2,"1B"
"Zachodniopomorskie",0,0,0,0,0,"8-15","styczeń",2016,2,"1B"
"Dolnośląskie",0,0,0,0,0,"16-22","styczeń",2016,3,"1C"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","styczeń",2016,3,"1C"
"Lubelskie",0,0,0,0,0,"16-22","styczeń",2016,3,"1C"
"Lubuskie",0,0,0,0,0,"16-22","styczeń",2016,3,"1C"
"Łódzkie",0,0,0,0,0,"16-22","styczeń",2016,3,"1C"
"Małopolskie",0,0,0,0,0,"16-22","styczeń",2016,3,"1C"
"Mazowieckie",0,0,0,0,0,"16-22","styczeń",2016,3,"1C"
"Opolskie",0,0,0,0,0,"16-22","styczeń",2016,3,"1C"
"Podkarpackie",0,0,0,0,0,"16-22","styczeń",2016,3,"1C"
"Podlaskie",0,0,0,0,0,"16-22","styczeń",2016,3,"1C"
"Pomorskie",0,0,0,0,0,"16-22","styczeń",2016,3,"1C"
"Śląskie",0,0,0,0,0,"16-22","styczeń",2016,3,"1C"
"Świętokrzyskie",0,0,0,0,0,"16-22","styczeń",2016,3,"1C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","styczeń",2016,3,"1C"
"Wielkopolskie",0,0,0,0,0,"16-22","styczeń",2016,3,"1C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","styczeń",2016,3,"1C"
"Dolnośląskie",0,0,0,0,0,"23-31","styczeń",2016,4,"1D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-31","styczeń",2016,4,"1D"
"Lubelskie",0,0,0,0,0,"23-31","styczeń",2016,4,"1D"
"Lubuskie",0,0,0,0,0,"23-31","styczeń",2016,4,"1D"
"Łódzkie",0,0,0,0,0,"23-31","styczeń",2016,4,"1D"
"Małopolskie",1,0,0,1,0,"23-31","styczeń",2016,4,"1D"
"Mazowieckie",0,0,0,0,0,"23-31","styczeń",2016,4,"1D"
"Opolskie",0,0,0,0,0,"23-31","styczeń",2016,4,"1D"
"Podkarpackie",0,0,0,0,0,"23-31","styczeń",2016,4,"1D"
"Podlaskie",0,0,0,0,0,"23-31","styczeń",2016,4,"1D"
"Pomorskie",0,0,0,0,0,"23-31","styczeń",2016,4,"1D"
"Śląskie",0,0,0,0,0,"23-31","styczeń",2016,4,"1D"
"Świętokrzyskie",0,0,0,0,0,"23-31","styczeń",2016,4,"1D"
"Warmińsko-Mazurskie",0,0,0,0,0,"23-31","styczeń",2016,4,"1D"
"Wielkopolskie",0,0,0,0,0,"23-31","styczeń",2016,4,"1D"
"Zachodniopomorskie",0,0,0,0,0,"23-31","styczeń",2016,4,"1D"
"Dolnośląskie",1,0,0,1,0,"1-7","luty",2016,5,"2A"
"Kujawsko-Pomorskie",0,0,0,0,0,"1-7","luty",2016,5,"2A"
"Lubelskie",0,0,0,0,0,"1-7","luty",2016,5,"2A"
"Lubuskie",0,0,0,0,0,"1-7","luty",2016,5,"2A"
"Łódzkie",0,0,0,0,0,"1-7","luty",2016,5,"2A"
"Małopolskie",1,0,0,1,0,"1-7","luty",2016,5,"2A"
"Mazowieckie",2,0,0,2,0,"1-7","luty",2016,5,"2A"
"Opolskie",0,0,0,0,0,"1-7","luty",2016,5,"2A"
"Podkarpackie",1,0,0,1,0,"1-7","luty",2016,5,"2A"
"Podlaskie",0,0,0,0,0,"1-7","luty",2016,5,"2A"
"Pomorskie",0,0,0,0,0,"1-7","luty",2016,5,"2A"
"Śląskie",2,0,0,1,1,"1-7","luty",2016,5,"2A"
"Świętokrzyskie",0,0,0,0,0,"1-7","luty",2016,5,"2A"
"Warmińsko-Mazurskie",0,0,0,0,0,"1-7","luty",2016,5,"2A"
"Wielkopolskie",0,0,0,0,0,"1-7","luty",2016,5,"2A"
"Zachodniopomorskie",0,0,0,0,0,"1-7","luty",2016,5,"2A"
"Dolnośląskie",2,0,0,2,0,"8-15","luty",2016,6,"2B"
"Kujawsko-Pomorskie",1,0,0,1,0,"8-15","luty",2016,6,"2B"
"Lubelskie",0,0,0,0,0,"8-15","luty",2016,6,"2B"
"Lubuskie",0,0,0,0,0,"8-15","luty",2016,6,"2B"
"Łódzkie",1,0,0,1,0,"8-15","luty",2016,6,"2B"
"Małopolskie",1,0,0,1,0,"8-15","luty",2016,6,"2B"
"Mazowieckie",0,0,0,0,0,"8-15","luty",2016,6,"2B"
"Opolskie",0,0,0,0,0,"8-15","luty",2016,6,"2B"
"Podkarpackie",1,0,0,1,0,"8-15","luty",2016,6,"2B"
"Podlaskie",0,0,0,0,0,"8-15","luty",2016,6,"2B"
"Pomorskie",2,0,0,1,1,"8-15","luty",2016,6,"2B"
"Śląskie",1,0,0,1,0,"8-15","luty",2016,6,"2B"
"Świętokrzyskie",0,0,0,0,0,"8-15","luty",2016,6,"2B"
"Warmińsko-Mazurskie",1,0,0,1,0,"8-15","luty",2016,6,"2B"
"Wielkopolskie",4,0,0,3,1,"8-15","luty",2016,6,"2B"
"Zachodniopomorskie",0,0,0,0,0,"8-15","luty",2016,6,"2B"
"Dolnośląskie",1,0,0,0,1,"16-22","luty",2016,7,"2C"
"Kujawsko-Pomorskie",1,0,0,1,0,"16-22","luty",2016,7,"2C"
"Lubelskie",2,0,0,1,1,"16-22","luty",2016,7,"2C"
"Lubuskie",1,0,0,1,0,"16-22","luty",2016,7,"2C"
"Łódzkie",2,0,0,1,1,"16-22","luty",2016,7,"2C"
"Małopolskie",1,0,0,1,0,"16-22","luty",2016,7,"2C"
"Mazowieckie",1,0,0,1,0,"16-22","luty",2016,7,"2C"
"Opolskie",0,0,0,0,0,"16-22","luty",2016,7,"2C"
"Podkarpackie",0,0,0,0,0,"16-22","luty",2016,7,"2C"
"Podlaskie",0,0,0,0,0,"16-22","luty",2016,7,"2C"
"Pomorskie",1,0,0,0,1,"16-22","luty",2016,7,"2C"
"Śląskie",2,0,0,2,0,"16-22","luty",2016,7,"2C"
"Świętokrzyskie",0,0,0,0,0,"16-22","luty",2016,7,"2C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","luty",2016,7,"2C"
"Wielkopolskie",8,0,0,4,4,"16-22","luty",2016,7,"2C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","luty",2016,7,"2C"
"Dolnośląskie",0,0,0,0,0,"23-29","luty",2016,8,"2D"
"Kujawsko-Pomorskie",3,0,0,2,1,"23-29","luty",2016,8,"2D"
"Lubelskie",0,0,0,0,0,"23-29","luty",2016,8,"2D"
"Lubuskie",1,0,0,0,1,"23-29","luty",2016,8,"2D"
"Łódzkie",1,0,0,0,1,"23-29","luty",2016,8,"2D"
"Małopolskie",1,0,0,0,1,"23-29","luty",2016,8,"2D"
"Mazowieckie",7,1,0,3,3,"23-29","luty",2016,8,"2D"
"Opolskie",0,0,0,0,0,"23-29","luty",2016,8,"2D"
"Podkarpackie",1,0,0,0,1,"23-29","luty",2016,8,"2D"
"Podlaskie",1,0,0,1,0,"23-29","luty",2016,8,"2D"
"Pomorskie",1,0,0,1,0,"23-29","luty",2016,8,"2D"
"Śląskie",1,0,0,1,0,"23-29","luty",2016,8,"2D"
"Świętokrzyskie",0,0,0,0,0,"23-29","luty",2016,8,"2D"
"Warmińsko-Mazurskie",0,0,0,0,0,"23-29","luty",2016,8,"2D"
"Wielkopolskie",6,0,0,2,4,"23-29","luty",2016,8,"2D"
"Zachodniopomorskie",0,0,0,0,0,"23-29","luty",2016,8,"2D"
"Dolnośląskie",0,0,0,0,0,"1-7","marzec",2016,9,"3A"
"Kujawsko-Pomorskie",1,1,0,0,0,"1-7","marzec",2016,9,"3A"
"Lubelskie",0,0,0,0,0,"1-7","marzec",2016,9,"3A"
"Lubuskie",0,0,0,0,0,"1-7","marzec",2016,9,"3A"
"Łódzkie",1,0,0,0,1,"1-7","marzec",2016,9,"3A"
"Małopolskie",2,0,0,0,2,"1-7","marzec",2016,9,"3A"
"Mazowieckie",2,0,0,2,0,"1-7","marzec",2016,9,"3A"
"Opolskie",0,0,0,0,0,"1-7","marzec",2016,9,"3A"
"Podkarpackie",0,0,0,0,0,"1-7","marzec",2016,9,"3A"
"Podlaskie",0,0,0,0,0,"1-7","marzec",2016,9,"3A"
"Pomorskie",0,0,0,0,0,"1-7","marzec",2016,9,"3A"
"Śląskie",2,0,0,1,1,"1-7","marzec",2016,9,"3A"
"Świętokrzyskie",1,1,0,0,0,"1-7","marzec",2016,9,"3A"
"Warmińsko-Mazurskie",0,0,0,0,0,"1-7","marzec",2016,9,"3A"
"Wielkopolskie",3,0,0,2,1,"1-7","marzec",2016,9,"3A"
"Zachodniopomorskie",1,0,0,0,1,"1-7","marzec",2016,9,"3A"
"Dolnośląskie",1,0,0,1,0,"8-15","marzec",2016,10,"3B"
"Kujawsko-Pomorskie",1,0,0,1,0,"8-15","marzec",2016,10,"3B"
"Lubelskie",0,0,0,0,0,"8-15","marzec",2016,10,"3B"
"Lubuskie",0,0,0,0,0,"8-15","marzec",2016,10,"3B"
"Łódzkie",2,0,0,2,0,"8-15","marzec",2016,10,"3B"
"Małopolskie",2,0,0,2,0,"8-15","marzec",2016,10,"3B"
"Mazowieckie",1,0,0,0,1,"8-15","marzec",2016,10,"3B"
"Opolskie",0,0,0,0,0,"8-15","marzec",2016,10,"3B"
"Podkarpackie",1,0,0,1,0,"8-15","marzec",2016,10,"3B"
"Podlaskie",2,0,0,1,1,"8-15","marzec",2016,10,"3B"
"Pomorskie",0,0,0,0,0,"8-15","marzec",2016,10,"3B"
"Śląskie",5,0,1,2,2,"8-15","marzec",2016,10,"3B"
"Świętokrzyskie",0,0,0,0,0,"8-15","marzec",2016,10,"3B"
"Warmińsko-Mazurskie",0,0,0,0,0,"8-15","marzec",2016,10,"3B"
"Wielkopolskie",1,0,0,0,1,"8-15","marzec",2016,10,"3B"
"Zachodniopomorskie",0,0,0,0,0,"8-15","marzec",2016,10,"3B"
"Dolnośląskie",0,0,0,0,0,"16-22","marzec",2016,11,"3C"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","marzec",2016,11,"3C"
"Lubelskie",1,0,0,0,1,"16-22","marzec",2016,11,"3C"
"Lubuskie",1,0,0,1,0,"16-22","marzec",2016,11,"3C"
"Łódzkie",1,0,0,0,1,"16-22","marzec",2016,11,"3C"
"Małopolskie",0,0,0,0,0,"16-22","marzec",2016,11,"3C"
"Mazowieckie",0,0,0,0,0,"16-22","marzec",2016,11,"3C"
"Opolskie",0,0,0,0,0,"16-22","marzec",2016,11,"3C"
"Podkarpackie",0,0,0,0,0,"16-22","marzec",2016,11,"3C"
"Podlaskie",1,0,0,0,1,"16-22","marzec",2016,11,"3C"
"Pomorskie",1,0,0,0,1,"16-22","marzec",2016,11,"3C"
"Śląskie",2,0,0,2,0,"16-22","marzec",2016,11,"3C"
"Świętokrzyskie",0,0,0,0,0,"16-22","marzec",2016,11,"3C"
"Warmińsko-Mazurskie",2,0,0,2,0,"16-22","marzec",2016,11,"3C"
"Wielkopolskie",0,0,0,0,0,"16-22","marzec",2016,11,"3C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","marzec",2016,11,"3C"
"Dolnośląskie",2,0,0,1,1,"23-31","marzec",2016,12,"3D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-31","marzec",2016,12,"3D"
"Lubelskie",1,0,0,0,1,"23-31","marzec",2016,12,"3D"
"Lubuskie",0,0,0,0,0,"23-31","marzec",2016,12,"3D"
"Łódzkie",1,0,0,0,1,"23-31","marzec",2016,12,"3D"
"Małopolskie",1,0,0,0,1,"23-31","marzec",2016,12,"3D"
"Mazowieckie",0,0,0,0,0,"23-31","marzec",2016,12,"3D"
"Opolskie",0,0,0,0,0,"23-31","marzec",2016,12,"3D"
"Podkarpackie",0,0,0,0,0,"23-31","marzec",2016,12,"3D"
"Podlaskie",0,0,0,0,0,"23-31","marzec",2016,12,"3D"
"Pomorskie",0,0,0,0,0,"23-31","marzec",2016,12,"3D"
"Śląskie",3,0,0,2,1,"23-31","marzec",2016,12,"3D"
"Świętokrzyskie",0,0,0,0,0,"23-31","marzec",2016,12,"3D"
"Warmińsko-Mazurskie",0,0,0,0,0,"23-31","marzec",2016,12,"3D"
"Wielkopolskie",0,0,0,0,0,"23-31","marzec",2016,12,"3D"
"Zachodniopomorskie",0,0,0,0,0,"23-31","marzec",2016,12,"3D"
"Dolnośląskie",1,0,0,0,1,"1-7","kwiecień",2016,13,"4A"
"Kujawsko-Pomorskie",0,0,0,0,0,"1-7","kwiecień",2016,13,"4A"
"Lubelskie",0,0,0,0,0,"1-7","kwiecień",2016,13,"4A"
"Lubuskie",0,0,0,0,0,"1-7","kwiecień",2016,13,"4A"
"Łódzkie",4,0,0,2,2,"1-7","kwiecień",2016,13,"4A"
"Małopolskie",2,0,0,0,2,"1-7","kwiecień",2016,13,"4A"
"Mazowieckie",0,0,0,0,0,"1-7","kwiecień",2016,13,"4A"
"Opolskie",0,0,0,0,0,"1-7","kwiecień",2016,13,"4A"
"Podkarpackie",0,0,0,0,0,"1-7","kwiecień",2016,13,"4A"
"Podlaskie",0,0,0,0,0,"1-7","kwiecień",2016,13,"4A"
"Pomorskie",0,0,0,0,0,"1-7","kwiecień",2016,13,"4A"
"Śląskie",5,0,0,4,1,"1-7","kwiecień",2016,13,"4A"
"Świętokrzyskie",0,0,0,0,0,"1-7","kwiecień",2016,13,"4A"
"Warmińsko-Mazurskie",0,0,0,0,0,"1-7","kwiecień",2016,13,"4A"
"Wielkopolskie",1,0,0,1,0,"1-7","kwiecień",2016,13,"4A"
"Zachodniopomorskie",0,0,0,0,0,"1-7","kwiecień",2016,13,"4A"
"Dolnośląskie",0,0,0,0,0,"8-15","kwiecień",2016,14,"4B"
"Kujawsko-Pomorskie",0,0,0,0,0,"8-15","kwiecień",2016,14,"4B"
"Lubelskie",0,0,0,0,0,"8-15","kwiecień",2016,14,"4B"
"Lubuskie",0,0,0,0,0,"8-15","kwiecień",2016,14,"4B"
"Łódzkie",0,0,0,0,0,"8-15","kwiecień",2016,14,"4B"
"Małopolskie",0,0,0,0,0,"8-15","kwiecień",2016,14,"4B"
"Mazowieckie",1,0,0,0,1,"8-15","kwiecień",2016,14,"4B"
"Opolskie",0,0,0,0,0,"8-15","kwiecień",2016,14,"4B"
"Podkarpackie",0,0,0,0,0,"8-15","kwiecień",2016,14,"4B"
"Podlaskie",0,0,0,0,0,"8-15","kwiecień",2016,14,"4B"
"Pomorskie",0,0,0,0,0,"8-15","kwiecień",2016,14,"4B"
"Śląskie",7,0,1,2,4,"8-15","kwiecień",2016,14,"4B"
"Świętokrzyskie",0,0,0,0,0,"8-15","kwiecień",2016,14,"4B"
"Warmińsko-Mazurskie",0,0,0,0,0,"8-15","kwiecień",2016,14,"4B"
"Wielkopolskie",1,0,0,1,0,"8-15","kwiecień",2016,14,"4B"
"Zachodniopomorskie",0,0,0,0,0,"8-15","kwiecień",2016,14,"4B"
"Dolnośląskie",1,0,0,1,0,"16-22","kwiecień",2016,15,"4C"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","kwiecień",2016,15,"4C"
"Lubelskie",0,0,0,0,0,"16-22","kwiecień",2016,15,"4C"
"Lubuskie",0,0,0,0,0,"16-22","kwiecień",2016,15,"4C"
"Łódzkie",0,0,0,0,0,"16-22","kwiecień",2016,15,"4C"
"Małopolskie",1,0,0,0,1,"16-22","kwiecień",2016,15,"4C"
"Mazowieckie",0,0,0,0,0,"16-22","kwiecień",2016,15,"4C"
"Opolskie",0,0,0,0,0,"16-22","kwiecień",2016,15,"4C"
"Podkarpackie",0,0,0,0,0,"16-22","kwiecień",2016,15,"4C"
"Podlaskie",0,0,0,0,0,"16-22","kwiecień",2016,15,"4C"
"Pomorskie",0,0,0,0,0,"16-22","kwiecień",2016,15,"4C"
"Śląskie",1,0,0,1,0,"16-22","kwiecień",2016,15,"4C"
"Świętokrzyskie",0,0,0,0,0,"16-22","kwiecień",2016,15,"4C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","kwiecień",2016,15,"4C"
"Wielkopolskie",0,0,0,0,0,"16-22","kwiecień",2016,15,"4C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","kwiecień",2016,15,"4C"
"Dolnośląskie",0,0,0,0,0,"23-30","kwiecień",2016,16,"4D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-30","kwiecień",2016,16,"4D"
"Lubelskie",0,0,0,0,0,"23-30","kwiecień",2016,16,"4D"
"Lubuskie",0,0,0,0,0,"23-30","kwiecień",2016,16,"4D"
"Łódzkie",0,0,0,0,0,"23-30","kwiecień",2016,16,"4D"
"Małopolskie",0,0,0,0,0,"23-30","kwiecień",2016,16,"4D"
"Mazowieckie",0,0,0,0,0,"23-30","kwiecień",2016,16,"4D"
"Opolskie",0,0,0,0,0,"23-30","kwiecień",2016,16,"4D"
"Podkarpackie",0,0,0,0,0,"23-30","kwiecień",2016,16,"4D"
"Podlaskie",0,0,0,0,0,"23-30","kwiecień",2016,16,"4D"
"Pomorskie",0,0,0,0,0,"23-30","kwiecień",2016,16,"4D"
"Śląskie",0,0,0,0,0,"23-30","kwiecień",2016,16,"4D"
"Świętokrzyskie",0,0,0,0,0,"23-30","kwiecień",2016,16,"4D"
"Warmińsko-Mazurskie",0,0,0,0,0,"23-30","kwiecień",2016,16,"4D"
"Wielkopolskie",1,0,0,1,0,"23-30","kwiecień",2016,16,"4D"
"Zachodniopomorskie",0,0,0,0,0,"23-30","kwiecień",2016,16,"4D"
"Dolnośląskie",0,0,0,0,0,"1-7","maj",2016,17,"5A"
"Kujawsko-Pomorskie",0,0,0,0,0,"1-7","maj",2016,17,"5A"
"Lubelskie",0,0,0,0,0,"1-7","maj",2016,17,"5A"
"Lubuskie",0,0,0,0,0,"1-7","maj",2016,17,"5A"
"Łódzkie",0,0,0,0,0,"1-7","maj",2016,17,"5A"
"Małopolskie",0,0,0,0,0,"1-7","maj",2016,17,"5A"
"Mazowieckie",0,0,0,0,0,"1-7","maj",2016,17,"5A"
"Opolskie",0,0,0,0,0,"1-7","maj",2016,17,"5A"
"Podkarpackie",0,0,0,0,0,"1-7","maj",2016,17,"5A"
"Podlaskie",0,0,0,0,0,"1-7","maj",2016,17,"5A"
"Pomorskie",0,0,0,0,0,"1-7","maj",2016,17,"5A"
"Śląskie",2,0,0,2,0,"1-7","maj",2016,17,"5A"
"Świętokrzyskie",1,0,0,0,1,"1-7","maj",2016,17,"5A"
"Warmińsko-Mazurskie",0,0,0,0,0,"1-7","maj",2016,17,"5A"
"Wielkopolskie",0,0,0,0,0,"1-7","maj",2016,17,"5A"
"Zachodniopomorskie",0,0,0,0,0,"1-7","maj",2016,17,"5A"
"Dolnośląskie",0,0,0,0,0,"8-15","maj",2016,18,"5B"
"Kujawsko-Pomorskie",0,0,0,0,0,"8-15","maj",2016,18,"5B"
"Lubelskie",0,0,0,0,0,"8-15","maj",2016,18,"5B"
"Lubuskie",0,0,0,0,0,"8-15","maj",2016,18,"5B"
"Łódzkie",0,0,0,0,0,"8-15","maj",2016,18,"5B"
"Małopolskie",0,0,0,0,0,"8-15","maj",2016,18,"5B"
"Mazowieckie",0,0,0,0,0,"8-15","maj",2016,18,"5B"
"Opolskie",0,0,0,0,0,"8-15","maj",2016,18,"5B"
"Podkarpackie",0,0,0,0,0,"8-15","maj",2016,18,"5B"
"Podlaskie",0,0,0,0,0,"8-15","maj",2016,18,"5B"
"Pomorskie",0,0,0,0,0,"8-15","maj",2016,18,"5B"
"Śląskie",0,0,0,0,0,"8-15","maj",2016,18,"5B"
"Świętokrzyskie",0,0,0,0,0,"8-15","maj",2016,18,"5B"
"Warmińsko-Mazurskie",0,0,0,0,0,"8-15","maj",2016,18,"5B"
"Wielkopolskie",0,0,0,0,0,"8-15","maj",2016,18,"5B"
"Zachodniopomorskie",0,0,0,0,0,"8-15","maj",2016,18,"5B"
"Dolnośląskie",0,0,0,0,0,"16-22","maj",2016,19,"5C"
"Kujawsko-Pomorskie",0,0,0,0,0,"16-22","maj",2016,19,"5C"
"Lubelskie",0,0,0,0,0,"16-22","maj",2016,19,"5C"
"Lubuskie",0,0,0,0,0,"16-22","maj",2016,19,"5C"
"Łódzkie",0,0,0,0,0,"16-22","maj",2016,19,"5C"
"Małopolskie",0,0,0,0,0,"16-22","maj",2016,19,"5C"
"Mazowieckie",0,0,0,0,0,"16-22","maj",2016,19,"5C"
"Opolskie",0,0,0,0,0,"16-22","maj",2016,19,"5C"
"Podkarpackie",0,0,0,0,0,"16-22","maj",2016,19,"5C"
"Podlaskie",0,0,0,0,0,"16-22","maj",2016,19,"5C"
"Pomorskie",0,0,0,0,0,"16-22","maj",2016,19,"5C"
"Śląskie",0,0,0,0,0,"16-22","maj",2016,19,"5C"
"Świętokrzyskie",0,0,0,0,0,"16-22","maj",2016,19,"5C"
"Warmińsko-Mazurskie",0,0,0,0,0,"16-22","maj",2016,19,"5C"
"Wielkopolskie",0,0,0,0,0,"16-22","maj",2016,19,"5C"
"Zachodniopomorskie",0,0,0,0,0,"16-22","maj",2016,19,"5C"
"Dolnośląskie",0,0,0,0,0,"23-31","maj",2016,20,"5D"
"Kujawsko-Pomorskie",0,0,0,0,0,"23-31","maj",2016,20,"5D"
"Lubelskie",0,0,0,0,0,"23-31","maj",2016,20,"5D"
"Lubuskie",0,0,0,0,0,"23-31","maj",2016,20,"5D"
"Łódzkie",0,0,0,0,0,"23-31","maj",2016,20,"5D"
"Małopolskie",0,0,0,0,0,"23-31","maj",2016,20,"5D"
"Mazowieckie",0,0,0,0,0,"23-31","maj",2016,20,"5D"
"Opolskie",0,0,0,0,0,"23-31","maj",2016,20,"5D"
"Podkarpackie",0,0,0,0,0,"23-31","maj",2016,20,"5D"
"Podlaskie",0,0,0,0,0,"23-31","maj",2016,20,"5D"
"Pomorskie",0,0,0,0,0,"23-31","maj",2016,20,"5D"
"Śląskie",0,0,0,0,0,"23-31","maj",2016,20,"5D"
"Świętokrzyskie",0,0,0,0,0,"23-31","maj",2016,20,"5D"
"Warmińsko-Mazurskie",0,0,0,0,0,"23-31","maj",2016,20,"5D"
"Wielkopolskie",0,0,0,0,0,"23-31","maj",2016,20,"5D"
"Zachodniopomorskie",0,0,0,0,0,"23-31","maj",2016,20,"5D"
